"Id", "Département","Slug","Nom", "Nom simple", "Nom reel", "Nom soundex", "Nom metaphone", "Code postal", "Numéro de commune", "Code commune (ou code INSEE)", "Arrondissement", "Canton", "Population en 2010", "Population en 1999", "Population en 2012", "Densité en 2010", "Surface / superficie", "Longitude/latitude en degré", "Longitude/latitude en GRD", "Longitude/latitude en DMS", "x", 		"y", 	"z", 		"a", 		"b", 	"c"
"1", "01",			"ozan","OZAN","ozan",		"Ozan",		"O250",		   "OSN",			"A01190",	   "284",				"01284",						"2",		      "26",		"6",			      "618",				"469",				  "500",		     "93",					 "6.6",							"4.91667",					 "46.3833",					  "2866",	"51546","+45456",	"462330",	"170",	"205"
